Region,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Addis Ababa (City),Addis Ababa,2024-05-01,142.17,182.32,57.48,,88.07,11.12,4.28,15.01,51.62,1.52,13.32,6.67,196.0,Unhealthy,11.1,51.5,0.02,3.35,9.57,8107.7
Addis Ababa (City),Addis Ababa,2024-06-01,74.02,114.8,55.78,73.18,83.39,11.83,,27.48,83.8,3.75,,3.87,161.0,Unhealthy,6.1,79.4,0.0,4.24,9.65,8136.5
Addis Ababa (City),Addis Ababa,2024-07-01,53.75,83.46,34.57,51.65,48.89,8.87,3.17,17.09,53.77,2.22,3.79,0.73,146.0,Unhealthy for Sensitive Groups,7.8,85.4,0.039,4.59,9.45,8109.4
Addis Ababa (City),Addis Ababa,2024-08-01,26.46,75.86,40.14,46.52,57.74,12.1,2.32,17.12,25.96,3.63,8.38,1.67,81.0,Moderate,2.4,79.1,0.0,3.71,9.73,8130.1
Addis Ababa (City),Addis Ababa,2024-09-01,49.52,107.92,,56.74,52.32,6.41,3.28,6.59,26.63,3.29,6.06,4.56,136.0,Unhealthy for Sensitive Groups,7.0,76.1,0.057,5.65,9.33,8101.9
Addis Ababa (City),Addis Ababa,2024-10-01,84.5,95.65,65.0,60.25,110.07,21.86,2.71,31.19,42.07,4.01,10.89,2.74,166.0,Unhealthy,8.3,61.5,0.006,3.66,9.6,8139.0
Addis Ababa (City),Addis Ababa,2024-11-01,101.43,189.29,70.48,103.24,75.58,16.05,6.15,23.08,68.86,2.93,,7.09,175.0,Unhealthy,12.5,47.1,0.0,4.63,9.37,8118.9
Addis Ababa (City),Addis Ababa,2024-12-01,151.23,248.14,36.2,73.13,67.6,17.27,4.58,32.68,83.76,6.09,8.04,3.64,202.0,Very Unhealthy,7.3,54.9,0.006,3.25,9.36,8127.1
Addis Ababa (City),Addis Ababa,2025-01-01,171.06,250.57,78.48,112.11,71.92,10.53,6.42,16.82,97.69,3.55,7.23,11.84,221.0,Very Unhealthy,4.7,38.5,0.041,5.05,9.8,8323.8
Addis Ababa (City),Addis Ababa,2025-02-01,110.33,247.85,56.27,59.02,111.69,26.78,3.81,40.38,100.37,6.18,12.33,9.46,179.0,Unhealthy,9.9,41.7,0.003,6.55,9.72,8284.0
Addis Ababa (City),Addis Ababa,2025-03-01,145.97,287.29,54.43,77.42,62.4,18.48,6.76,40.21,98.67,5.42,10.84,5.63,198.0,Unhealthy,11.0,49.0,0.007,3.87,9.78,8284.7
Addis Ababa (City),Addis Ababa,2025-04-01,161.4,156.26,60.62,109.29,103.53,18.92,6.62,27.84,90.82,6.65,20.98,3.81,212.0,Very Unhealthy,15.0,41.6,0.0,6.42,10.13,8263.4
Addis Ababa (City),Addis Ababa,2025-05-01,63.72,93.51,,88.1,85.89,13.14,2.46,38.96,64.78,1.64,22.08,9.03,155.0,Unhealthy,11.4,65.3,0.01,4.68,9.68,8272.5
Addis Ababa (City),Addis Ababa,2025-06-01,36.4,,51.17,44.62,46.91,10.94,1.98,29.74,36.21,4.98,5.75,1.04,103.0,Unhealthy for Sensitive Groups,13.7,67.8,0.0,4.13,9.63,8304.2
Addis Ababa (City),Addis Ababa,2025-07-01,26.99,106.01,19.64,45.99,37.56,8.45,2.46,17.16,55.59,1.95,8.28,2.62,82.0,Moderate,14.1,82.2,0.013,3.0,9.74,8263.8
Addis Ababa (City),Addis Ababa,2025-08-01,43.35,110.98,27.46,32.42,42.1,8.44,1.75,11.77,51.41,3.62,9.63,2.63,120.0,Unhealthy for Sensitive Groups,13.8,91.9,0.0,2.39,10.07,8317.2
Addis Ababa (City),Addis Ababa,2025-09-01,74.23,93.77,19.85,37.89,33.45,6.26,3.44,9.14,56.01,0.7,10.23,5.24,161.0,Unhealthy,14.2,67.0,0.0,3.35,9.67,8285.9
Addis Ababa (City),Addis Ababa,2025-10-01,87.66,203.01,53.38,59.99,44.03,9.59,3.48,36.65,47.37,1.13,18.29,2.65,168.0,Unhealthy,11.8,60.0,0.0,3.23,9.86,8291.8
Addis Ababa (City),Addis Ababa,2025-11-01,47.14,201.32,78.73,55.01,95.69,,2.13,29.77,34.29,5.43,4.4,9.32,130.0,Unhealthy for Sensitive Groups,10.6,40.7,0.0,5.45,9.82,8278.3
Addis Ababa (City),Addis Ababa,2025-12-01,114.84,109.24,65.96,,125.09,17.43,,45.98,103.5,4.99,26.3,6.03,182.0,Unhealthy,6.8,48.7,0.034,2.47,9.71,8272.1
Afar,Asayita,2014-01-01,36.51,190.39,17.4,14.48,41.09,7.83,1.43,6.75,45.81,0.92,2.43,0.41,103.0,Unhealthy for Sensitive Groups,9.2,18.6,0.214,-1.61,0.31,24.9
Afar,Asayita,2014-02-01,52.11,112.97,8.36,29.04,35.52,0.95,1.42,7.56,61.81,0.89,3.35,1.38,142.0,Unhealthy for Sensitive Groups,14.5,17.0,0.24,2.23,0.29,25.1
Afar,Asayita,2014-03-01,93.6,800.0,10.59,22.77,23.09,4.39,0.78,7.31,82.9,0.15,1.41,1.89,171.0,Unhealthy,11.7,38.5,0.182,1.67,0.29,25.0
Afar,Asayita,2014-04-01,95.02,490.1,18.27,29.16,47.4,5.89,0.91,8.11,75.79,0.77,1.82,1.61,171.0,Unhealthy,11.5,46.4,0.201,-1.33,0.3,25.0
Afar,Asayita,2014-05-01,21.35,,,26.23,28.18,3.85,1.56,4.5,59.01,0.66,,1.22,70.0,Moderate,8.8,39.3,0.161,-0.8,0.3,25.0
Afar,Asayita,2014-06-01,20.99,107.88,4.89,9.99,7.24,3.74,0.73,3.99,,0.27,1.08,0.42,70.0,Moderate,14.5,60.9,0.214,1.18,0.3,25.0
Afar,Asayita,2014-07-01,23.49,86.63,3.95,5.73,18.07,6.59,1.0,3.59,26.56,0.12,0.05,0.66,75.0,Moderate,10.5,58.0,0.2,1.02,0.3,25.0
Afar,Asayita,2014-08-01,15.87,51.36,8.76,5.55,13.86,0.82,0.58,1.79,30.67,0.17,1.39,0.79,59.0,Moderate,15.8,68.3,0.201,-0.17,0.3,25.0
Afar,Asayita,2014-09-01,25.85,72.56,4.96,10.61,25.72,0.64,0.58,4.48,33.71,0.26,0.05,0.39,80.0,Moderate,7.4,62.4,0.215,0.03,0.29,25.0
Afar,Asayita,2014-10-01,42.11,103.93,17.16,11.01,30.26,,0.5,2.3,71.01,1.15,1.89,1.16,117.0,Unhealthy for Sensitive Groups,6.0,46.1,0.171,-0.3,0.3,25.0
Afar,Asayita,2014-11-01,39.85,102.54,10.04,16.61,32.68,4.39,1.06,6.9,81.44,0.43,0.58,0.45,112.0,Unhealthy for Sensitive Groups,9.5,39.5,0.197,-0.88,0.3,25.0
Afar,Asayita,2014-12-01,,222.81,13.01,18.13,23.43,,1.59,9.28,100.24,0.16,2.1,1.27,,,8.6,35.2,0.272,1.57,0.3,25.0
Afar,Asayita,2015-01-01,51.57,165.09,18.55,19.74,11.84,8.05,0.53,5.16,58.9,,1.45,,141.0,Unhealthy for Sensitive Groups,10.1,37.7,0.192,1.23,0.31,25.6
Afar,Asayita,2015-02-01,21.04,257.26,11.79,28.34,50.13,3.71,0.68,3.83,71.78,0.56,3.15,1.71,70.0,Moderate,13.2,26.1,0.323,0.94,0.3,25.6
Afar,Asayita,2015-03-01,44.23,271.65,11.42,26.98,41.81,10.42,1.67,8.67,96.12,1.03,0.9,1.19,122.0,Unhealthy for Sensitive Groups,10.5,36.5,0.21,1.81,0.3,25.5
Afar,Asayita,2015-04-01,43.2,269.13,11.87,16.02,32.34,4.54,1.98,2.75,83.38,1.13,1.88,0.74,120.0,Unhealthy for Sensitive Groups,4.3,32.8,0.249,1.4,0.31,25.7
Afar,Asayita,2015-05-01,105.6,706.42,7.36,4.11,15.66,2.16,0.13,4.43,70.63,0.31,2.15,0.42,177.0,Unhealthy,8.3,48.0,0.232,-0.03,0.3,25.6
Afar,Asayita,2015-06-01,29.8,79.67,7.56,14.29,28.18,3.28,1.19,7.32,68.11,0.3,1.86,1.19,88.0,Moderate,11.1,63.8,0.245,0.93,0.31,25.7
Afar,Asayita,2015-07-01,16.05,136.49,6.6,10.74,23.61,,0.57,3.38,36.46,0.21,1.65,0.78,59.0,Moderate,15.6,77.8,0.197,-2.25,0.3,25.6
Afar,Asayita,2015-08-01,15.68,63.98,2.88,,21.27,1.72,0.81,4.56,40.17,0.51,0.48,0.45,59.0,Moderate,14.1,71.0,0.227,-0.92,0.29,25.7
Afar,Asayita,2015-09-01,19.88,120.44,7.55,11.7,18.49,1.11,,3.36,20.64,0.33,0.85,0.76,67.0,Moderate,9.4,60.4,0.227,-1.51,0.3,25.6
Afar,Asayita,2015-10-01,31.18,143.95,9.76,12.25,24.29,9.26,0.82,1.3,63.55,1.18,2.59,0.84,91.0,Moderate,9.8,43.6,0.191,0.35,0.31,25.7
Afar,Asayita,2015-11-01,34.24,236.85,9.67,19.53,27.49,5.68,1.27,4.74,56.65,0.63,1.47,0.31,98.0,Moderate,11.1,26.1,0.258,0.06,0.31,25.5
Afar,Asayita,2015-12-01,33.69,136.07,11.25,16.43,16.57,0.56,1.49,2.4,71.48,1.09,1.62,0.45,96.0,Moderate,9.4,33.4,0.222,0.41,0.31,25.6
Afar,Asayita,2016-01-01,45.59,318.45,10.67,15.91,29.3,5.31,1.45,3.88,,0.28,3.14,0.18,126.0,Unhealthy for Sensitive Groups,4.4,33.0,0.159,0.83,0.32,26.3
Afar,Asayita,2016-02-01,23.33,225.81,19.84,23.42,39.28,5.19,1.87,11.24,113.14,0.7,3.68,2.13,75.0,Moderate,10.5,28.8,0.164,0.67,0.32,26.3
Afar,Asayita,2016-03-01,110.58,369.85,20.43,31.14,21.14,0.67,1.44,7.9,108.98,0.73,2.71,0.58,179.0,Unhealthy,15.0,27.9,0.197,-0.81,0.31,26.3
Afar,Asayita,2016-04-01,82.8,800.0,,13.15,37.08,3.05,0.63,4.95,107.89,0.64,3.72,0.97,165.0,Unhealthy,11.4,30.5,0.247,1.28,0.31,26.4
Afar,Asayita,2016-05-01,,603.17,5.23,,31.4,4.34,1.16,7.78,53.7,,2.24,1.63,,,13.7,44.2,0.22,3.26,0.31,26.2
Afar,Asayita,2016-06-01,21.98,225.39,11.48,11.33,15.72,1.13,0.49,2.41,59.11,0.44,2.72,0.33,72.0,Moderate,5.0,61.8,0.253,-0.93,0.31,26.2
Afar,Asayita,2016-07-01,19.62,56.76,2.8,10.37,14.3,2.33,0.16,3.31,25.7,0.27,1.24,0.61,67.0,Moderate,9.9,70.4,0.233,1.36,0.31,26.3
Afar,Asayita,2016-08-01,14.14,82.75,5.1,5.22,7.6,1.55,0.67,1.35,25.8,0.36,0.81,0.53,55.0,Moderate,3.8,63.2,0.184,0.66,0.32,26.2
Afar,Asayita,2016-09-01,16.3,83.03,6.25,12.84,21.77,3.88,0.47,2.59,,0.57,0.91,0.43,60.0,Moderate,13.4,59.0,0.128,0.69,0.31,26.2
Afar,Asayita,2016-10-01,28.26,120.76,15.42,16.17,,5.98,0.66,4.82,79.11,0.01,1.08,0.78,85.0,Moderate,6.2,45.3,0.172,0.19,0.31,26.2
Afar,Asayita,2016-11-01,20.61,193.6,10.68,25.24,18.06,5.88,0.72,6.94,40.04,0.63,2.33,0.2,69.0,Moderate,7.7,35.7,0.272,1.12,0.3,26.2
Afar,Asayita,2016-12-01,36.92,130.84,13.49,16.12,31.91,10.37,0.88,7.01,95.57,0.6,0.52,0.61,105.0,Unhealthy for Sensitive Groups,3.5,23.7,0.209,1.16,0.3,26.3
Afar,Asayita,2017-01-01,32.76,275.85,9.32,16.57,39.18,9.45,1.4,10.08,90.9,0.91,2.23,1.83,94.0,Moderate,5.3,29.2,0.251,-0.14,0.31,26.9
Afar,Asayita,2017-02-01,106.9,568.49,22.04,9.36,31.24,3.28,1.59,4.04,93.77,0.19,0.57,1.72,178.0,Unhealthy,6.3,32.7,0.242,1.25,0.31,26.8
Afar,Asayita,2017-03-01,64.52,800.0,11.98,36.94,32.9,3.79,0.9,3.63,64.57,0.15,2.77,,156.0,Unhealthy,15.5,33.4,0.159,-0.43,0.33,26.9
Afar,Asayita,2017-04-01,18.67,200.72,11.22,31.05,21.87,7.91,,1.1,50.93,0.76,1.61,0.94,65.0,Moderate,7.7,44.5,0.179,0.39,0.32,26.9
Afar,Asayita,2017-05-01,34.58,155.5,13.57,15.46,25.22,4.44,0.44,1.72,88.39,0.74,1.87,1.29,98.0,Moderate,10.0,44.5,0.153,2.7,0.32,26.9
Afar,Asayita,2017-06-01,18.03,183.33,12.02,15.88,18.05,4.72,1.03,2.8,66.98,0.85,0.7,0.76,63.0,Moderate,9.0,54.0,0.141,3.15,0.32,27.0
Afar,Asayita,2017-07-01,14.31,113.79,5.97,11.38,21.03,2.16,0.54,1.38,22.53,0.47,0.16,0.36,56.0,Moderate,9.0,75.2,0.159,-0.14,0.32,26.9
Afar,Asayita,2017-08-01,22.77,65.6,8.75,9.2,15.97,4.61,0.25,1.81,43.35,0.45,1.14,0.29,73.0,Moderate,6.8,73.7,0.191,-0.33,0.33,26.9
Afar,Asayita,2017-09-01,30.29,69.58,6.66,14.68,26.49,1.18,,2.93,27.68,0.15,1.96,1.0,89.0,Moderate,9.8,72.8,0.148,-0.64,0.32,26.8
Afar,Asayita,2017-10-01,11.09,164.09,10.71,18.57,28.3,3.16,0.55,3.02,68.54,0.78,2.46,1.12,46.0,Good,10.7,41.2,0.221,0.83,0.31,26.9
Afar,Asayita,2017-11-01,16.87,170.09,10.01,10.36,15.97,4.57,1.29,7.06,68.2,0.97,2.92,,61.0,Moderate,2.5,28.0,0.196,2.91,0.33,26.9
Afar,Asayita,2017-12-01,25.34,283.21,11.91,24.57,41.33,8.74,1.69,5.97,99.62,0.81,1.61,1.23,79.0,Moderate,9.8,31.9,0.115,0.67,0.32,26.9
Afar,Asayita,2018-01-01,36.22,198.11,7.07,20.83,18.11,4.18,0.55,4.78,61.74,0.63,2.42,1.12,103.0,Unhealthy for Sensitive Groups,12.7,24.1,0.269,-0.52,0.33,27.5
Afar,Asayita,2018-02-01,24.0,210.82,15.01,24.68,29.66,5.89,1.5,5.69,74.18,0.36,3.7,0.98,76.0,Moderate,2.9,19.4,0.092,1.27,0.32,27.4
Afar,Asayita,2018-03-01,67.54,140.74,23.8,36.15,36.77,9.26,0.61,8.45,89.86,,2.59,0.82,157.0,Unhealthy,14.7,28.0,0.202,0.79,0.32,27.4
Afar,Asayita,2018-04-01,172.17,637.79,,28.75,24.19,2.18,0.87,5.53,110.14,1.06,1.98,0.34,222.0,Very Unhealthy,6.4,43.9,0.23,0.99,0.32,27.5
Afar,Asayita,2018-05-01,48.25,265.03,8.16,,24.9,2.91,1.12,7.11,56.53,0.46,2.86,0.71,132.0,Unhealthy for Sensitive Groups,10.1,46.0,0.16,0.86,0.31,27.5
Afar,Asayita,2018-06-01,19.86,142.47,9.16,20.41,18.88,4.32,0.49,5.05,29.63,0.24,1.83,0.9,67.0,Moderate,13.9,52.1,0.229,0.56,0.32,27.5
Afar,Asayita,2018-07-01,20.75,,7.94,12.07,20.8,4.03,0.59,2.08,37.9,0.34,0.46,,69.0,Moderate,12.0,67.6,0.202,0.13,0.33,27.4
Afar,Asayita,2018-08-01,14.98,117.11,4.03,14.94,11.4,2.66,0.87,2.31,35.61,0.63,1.25,0.68,57.0,Moderate,8.5,69.6,0.155,-0.47,0.33,27.6
Afar,Asayita,2018-09-01,25.54,111.91,4.53,11.88,13.69,3.74,0.28,4.37,48.43,0.4,1.63,0.64,79.0,Moderate,16.6,67.3,0.217,0.88,0.33,27.4
Afar,Asayita,2018-10-01,24.25,104.62,8.4,26.19,18.46,8.1,0.7,2.18,79.79,0.34,2.69,0.59,77.0,Moderate,3.6,39.0,0.219,1.97,0.32,27.6
Afar,Asayita,2018-11-01,29.06,252.0,4.64,11.23,,4.19,1.15,4.43,86.9,1.06,1.28,0.62,87.0,Moderate,2.5,33.7,0.199,-0.33,0.32,27.6
Afar,Asayita,2018-12-01,54.14,240.24,14.4,30.53,44.74,8.66,1.83,3.62,52.11,0.65,3.72,0.88,147.0,Unhealthy for Sensitive Groups,7.8,32.9,0.13,1.24,0.32,27.5
Afar,Asayita,2019-01-01,34.49,258.34,6.51,33.71,23.83,1.05,1.9,10.43,103.28,0.61,3.71,1.86,98.0,Moderate,5.1,23.6,0.178,-0.25,0.33,28.1
Afar,Asayita,2019-02-01,,203.29,16.66,,39.78,6.66,0.72,5.97,112.04,0.7,2.5,0.84,,,8.8,31.9,0.328,0.39,0.33,28.1
Afar,Asayita,2019-03-01,63.71,572.99,15.05,19.64,42.54,6.7,0.66,6.56,,1.47,2.34,1.0,155.0,Unhealthy,12.3,27.4,0.297,0.91,0.33,28.1
Afar,Asayita,2019-04-01,52.67,209.72,,,11.88,3.95,0.77,2.59,62.66,0.75,1.07,1.15,143.0,Unhealthy for Sensitive Groups,7.6,38.5,0.144,0.71,0.33,28.1
Afar,Asayita,2019-05-01,80.86,445.68,14.64,16.96,18.27,6.74,1.55,2.28,40.4,0.74,0.81,1.15,164.0,Unhealthy,8.6,33.1,0.183,-0.82,0.33,28.1
Afar,Asayita,2019-06-01,27.1,127.44,5.45,4.73,22.95,0.89,0.48,5.85,41.65,0.58,1.2,0.39,83.0,Moderate,11.6,47.5,0.155,0.78,0.33,28.1
Afar,Asayita,2019-07-01,18.09,161.58,5.37,14.03,,4.72,0.58,2.3,56.27,0.07,0.9,0.47,64.0,Moderate,16.4,70.6,0.12,0.9,0.34,28.2
Afar,Asayita,2019-08-01,16.37,147.14,8.19,10.38,8.46,1.11,0.88,,40.94,0.44,1.01,0.87,60.0,Moderate,15.6,68.3,0.19,-0.13,0.33,28.1
Afar,Asayita,2019-09-01,12.1,130.24,5.22,6.19,12.12,3.37,0.35,2.6,30.48,0.71,0.05,0.6,51.0,Moderate,11.0,56.1,0.244,0.26,0.33,28.2
Afar,Asayita,2019-10-01,25.48,105.76,13.59,19.68,25.37,4.4,1.38,7.66,76.97,0.16,1.23,1.58,79.0,Moderate,5.7,44.1,0.204,1.22,0.32,28.2
Afar,Asayita,2019-11-01,39.09,253.5,16.28,18.57,16.72,3.27,0.25,6.08,67.22,0.07,0.95,1.29,110.0,Unhealthy for Sensitive Groups,7.9,47.6,0.09,-0.57,0.32,28.0
Afar,Asayita,2019-12-01,61.3,193.14,11.1,16.55,14.9,7.02,1.11,6.06,57.54,0.62,2.04,0.71,154.0,Unhealthy,8.4,36.5,0.231,-0.3,0.33,28.1
Afar,Asayita,2020-01-01,33.5,144.07,8.32,,11.46,2.46,1.76,8.59,62.09,0.51,1.82,0.81,96.0,Moderate,11.6,22.9,0.147,0.43,0.34,28.7
Afar,Asayita,2020-02-01,37.29,315.74,18.29,21.2,13.63,3.98,1.69,11.16,53.63,0.87,1.14,1.98,105.0,Unhealthy for Sensitive Groups,7.9,29.2,0.206,0.51,0.34,28.8
Afar,Asayita,2020-03-01,68.27,250.08,13.75,22.31,37.22,10.56,1.98,9.05,83.51,0.74,4.15,0.84,158.0,Unhealthy,12.9,34.8,0.223,0.68,0.33,28.7
Afar,Asayita,2020-04-01,33.83,160.29,8.0,,9.24,,0.46,4.77,48.46,0.79,1.04,0.71,97.0,Moderate,4.8,26.8,0.201,0.21,0.33,28.7
Afar,Asayita,2020-05-01,90.88,663.56,7.0,18.18,18.9,2.3,1.05,3.89,44.15,0.42,0.36,1.28,169.0,Unhealthy,10.8,35.9,0.238,0.34,0.33,28.8
Afar,Asayita,2020-06-01,36.08,128.18,6.65,10.77,7.36,2.81,0.39,1.78,58.72,0.67,1.12,1.07,102.0,Unhealthy for Sensitive Groups,11.6,55.0,0.216,1.1,0.33,28.7
Afar,Asayita,2020-07-01,19.36,139.76,7.6,4.98,19.1,3.44,0.69,2.36,39.65,0.21,0.05,0.43,66.0,Moderate,14.3,77.1,0.182,0.18,0.33,28.7
Afar,Asayita,2020-08-01,27.1,123.11,3.47,9.79,7.2,1.37,0.73,4.12,46.0,0.54,0.56,0.59,83.0,Moderate,9.5,72.2,0.235,0.45,0.33,28.9
Afar,Asayita,2020-09-01,22.84,119.09,10.7,12.99,24.99,1.23,0.55,3.94,32.62,0.73,1.79,,74.0,Moderate,12.2,52.5,0.216,0.98,0.34,28.7
Afar,Asayita,2020-10-01,27.87,208.98,9.15,12.53,20.44,8.64,,5.8,67.34,0.14,0.95,1.12,84.0,Moderate,8.0,52.6,0.18,0.15,0.33,28.7
Afar,Asayita,2020-11-01,50.42,268.48,2.9,13.68,18.91,5.07,1.19,8.13,61.67,0.36,1.71,1.37,138.0,Unhealthy for Sensitive Groups,7.4,39.4,0.195,-0.71,0.34,28.8
Afar,Asayita,2020-12-01,49.01,214.4,9.83,14.48,29.51,8.05,1.25,5.88,75.02,0.21,3.64,1.47,134.0,Unhealthy for Sensitive Groups,4.0,34.7,0.094,-0.73,0.33,28.7
Afar,Asayita,2021-01-01,55.42,148.98,15.42,26.92,16.94,5.71,1.62,9.74,115.63,0.44,2.67,0.27,151.0,Unhealthy,3.7,31.0,0.204,1.32,0.34,29.4
Afar,Asayita,2021-02-01,94.71,800.0,9.32,36.73,30.07,4.4,0.84,7.95,67.95,0.9,3.68,0.93,171.0,Unhealthy,13.9,25.0,0.179,-0.25,0.35,29.4
Afar,Asayita,2021-03-01,172.12,800.0,19.53,35.84,25.52,3.24,2.35,5.53,138.8,1.42,0.96,0.33,222.0,Very Unhealthy,10.8,36.0,0.139,1.58,0.34,29.3
Afar,Asayita,2021-04-01,43.87,117.85,10.57,19.28,28.62,1.68,0.83,7.99,92.4,1.16,1.01,0.86,122.0,Unhealthy for Sensitive Groups,14.5,24.0,0.266,0.71,0.34,29.4
Afar,Asayita,2021-05-01,,,6.56,23.93,22.83,0.5,1.4,6.24,91.75,0.69,2.86,1.06,,,9.8,51.0,0.202,-0.39,0.35,29.4
Afar,Asayita,2021-06-01,12.77,84.95,10.03,6.37,13.5,4.27,0.64,2.57,54.63,0.67,1.52,0.48,52.0,Moderate,8.7,56.7,0.224,0.47,0.34,29.3
Afar,Asayita,2021-07-01,,84.53,13.47,10.12,5.92,3.9,0.41,4.29,22.54,0.62,0.21,0.2,,,7.7,68.0,0.205,0.29,0.34,29.4
Afar,Asayita,2021-08-01,23.45,116.46,3.88,8.59,2.0,0.5,0.24,2.35,,0.21,2.34,0.46,75.0,Moderate,10.6,76.8,0.088,0.84,0.34,29.4
Afar,Asayita,2021-09-01,28.95,144.96,8.64,12.5,8.86,1.57,0.76,3.51,57.15,0.19,1.64,0.87,86.0,Moderate,14.0,60.0,0.151,-0.09,0.34,29.4
Afar,Asayita,2021-10-01,44.51,193.4,17.52,21.94,13.86,6.09,1.11,3.18,50.95,0.22,1.13,1.2,123.0,Unhealthy for Sensitive Groups,11.2,40.9,0.239,1.04,0.34,29.4
Afar,Asayita,2021-11-01,22.16,201.19,7.94,18.67,27.89,4.86,1.31,6.21,50.76,0.78,1.47,0.29,72.0,Moderate,6.7,21.7,0.22,0.16,0.35,29.4
Afar,Asayita,2021-12-01,54.5,264.46,6.05,23.47,31.65,9.11,0.6,5.88,70.06,0.73,4.75,1.76,148.0,Unhealthy for Sensitive Groups,8.7,32.7,0.183,2.23,0.34,29.4
Afar,Asayita,2022-01-01,59.95,294.98,8.74,26.44,26.4,10.61,0.78,2.2,83.67,0.55,1.99,1.47,153.0,Unhealthy,5.3,28.8,0.264,0.27,0.36,30.0
Afar,Asayita,2022-02-01,52.93,137.54,22.07,,43.48,8.08,1.36,9.09,117.15,1.56,0.84,0.21,144.0,Unhealthy for Sensitive Groups,3.2,24.0,0.101,1.06,0.34,30.1
Afar,Asayita,2022-03-01,129.13,507.01,19.63,29.14,14.08,2.58,1.67,7.23,97.52,1.13,3.39,1.53,189.0,Unhealthy,4.2,25.3,0.21,1.12,0.35,30.0
Afar,Asayita,2022-04-01,88.69,300.46,9.28,15.21,42.31,2.05,0.98,4.96,51.71,,3.46,0.66,168.0,Unhealthy,6.6,38.3,0.108,-2.48,0.35,30.0
Afar,Asayita,2022-05-01,52.78,284.16,10.88,21.27,43.01,6.61,0.44,6.44,91.71,0.01,0.08,0.35,144.0,Unhealthy for Sensitive Groups,7.7,32.9,0.114,0.93,0.36,30.0
Afar,Asayita,2022-06-01,33.09,94.81,6.51,14.58,26.28,5.44,0.48,7.04,42.04,0.6,1.98,0.21,95.0,Moderate,11.6,61.9,0.288,2.16,0.35,30.1
Afar,Asayita,2022-07-01,10.49,60.42,10.34,12.56,,3.74,0.99,1.89,45.19,0.63,0.21,0.58,44.0,Good,4.3,62.6,0.146,-0.2,0.35,30.0
Afar,Asayita,2022-08-01,20.89,146.89,7.6,13.32,,0.5,0.3,1.0,37.23,0.21,2.05,0.48,69.0,Moderate,12.9,69.5,0.173,1.26,0.35,30.0
Afar,Asayita,2022-09-01,18.16,74.38,1.65,5.76,13.58,3.78,0.9,2.25,48.02,,1.16,0.21,64.0,Moderate,4.3,50.6,0.219,1.92,0.34,30.0
Afar,Asayita,2022-10-01,20.55,102.66,16.39,12.78,14.83,4.81,0.37,2.08,87.62,1.12,3.26,0.62,69.0,Moderate,6.8,42.7,0.288,0.16,0.35,30.0
Afar,Asayita,2022-11-01,20.94,,12.92,14.56,34.17,2.32,1.25,3.9,67.97,0.23,0.83,1.1,70.0,Moderate,8.5,40.4,0.268,0.51,0.34,30.0
Afar,Asayita,2022-12-01,23.28,221.97,11.97,25.75,21.28,3.09,1.57,8.0,91.51,0.72,4.14,0.53,75.0,Moderate,6.7,36.6,0.217,-0.1,0.35,30.0
Afar,Asayita,2023-01-01,30.94,,9.17,22.99,18.03,10.48,1.28,8.86,82.73,0.18,1.57,1.38,91.0,Moderate,5.5,23.3,0.135,0.38,0.35,30.7
Afar,Asayita,2023-02-01,126.18,800.0,11.6,28.38,50.29,6.08,,9.8,98.29,0.46,4.93,1.52,187.0,Unhealthy,8.2,35.7,0.195,1.05,0.35,30.7
Afar,Asayita,2023-03-01,,395.92,19.11,20.24,51.98,2.36,0.73,9.94,123.79,,5.41,1.58,,,7.5,23.4,0.27,0.48,0.36,30.7
Afar,Asayita,2023-04-01,47.69,290.11,11.41,35.38,26.1,2.94,1.79,4.64,57.59,1.0,4.44,0.8,131.0,Unhealthy for Sensitive Groups,13.4,29.0,0.127,-0.25,0.36,30.6
Afar,Asayita,2023-05-01,70.49,772.13,13.37,23.2,35.96,3.36,1.21,3.51,48.83,0.9,2.61,1.83,159.0,Unhealthy,9.0,41.9,0.084,-0.82,0.35,30.6
Afar,Asayita,2023-06-01,14.67,169.4,,19.72,11.36,5.78,,3.95,62.43,0.69,0.57,0.24,56.0,Moderate,9.2,55.6,0.164,-1.78,0.36,30.7
Afar,Asayita,2023-07-01,26.25,103.62,9.37,6.83,22.49,4.76,1.1,3.14,32.34,0.56,1.04,0.2,81.0,Moderate,17.7,67.8,0.151,0.59,0.36,30.6
Afar,Asayita,2023-08-01,29.41,101.92,12.47,2.8,21.49,2.47,0.32,1.0,48.34,0.18,2.7,0.64,87.0,Moderate,11.5,75.7,0.117,2.64,0.37,30.7
Afar,Asayita,2023-09-01,23.65,68.7,7.69,17.9,23.82,4.87,0.2,3.45,54.82,0.66,1.7,0.27,75.0,Moderate,4.2,51.5,0.233,2.05,0.36,30.7
Afar,Asayita,2023-10-01,40.12,136.45,16.06,17.23,,6.5,0.57,3.94,82.97,1.12,1.83,0.18,112.0,Unhealthy for Sensitive Groups,7.1,47.0,0.137,0.33,0.35,30.6
