Province,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Anhui,Anqing,2025-10-01,45.71,97.71,12.22,17.2,33.09,5.37,0.54,12.63,29.43,1.03,4.41,1.31,63,Good,8.8,44.0,0.166,7.05,153.57,463.9
Anhui,Anqing,2025-11-01,59.38,205.81,5.28,38.05,20.5,18.92,1.91,28.54,17.56,3.81,6.35,1.28,80,Good,7.6,47.4,0.165,6.83,158.41,465.2
Anhui,Anqing,2025-12-01,71.63,184.6,13.51,37.37,54.46,18.32,1.74,25.13,60.99,4.08,3.8,2.53,96,Good,8.5,47.2,0.199,6.96,150.94,465.9
Anhui,Bengbu,2014-01-01,116.85,144.0,12.76,61.81,27.5,17.29,1.49,31.89,29.77,4.01,4.6,1.67,152,Moderately Polluted,6.1,53.3,0.284,5.81,130.62,442.7
Anhui,Bengbu,2014-02-01,98.85,249.92,3.58,52.79,60.06,19.5,2.09,30.36,21.2,1.51,4.78,2.75,130,Lightly Polluted,7.2,42.5,0.475,6.41,128.12,439.0
Anhui,Bengbu,2014-03-01,47.25,167.98,21.02,36.16,19.46,7.95,2.56,10.38,22.35,2.32,7.08,2.83,65,Good,7.1,44.1,0.412,6.81,129.3,441.1
Anhui,Bengbu,2014-04-01,70.89,86.29,14.98,36.22,16.08,14.76,1.88,14.9,20.27,1.84,4.55,0.84,95,Good,9.6,48.5,0.44,6.92,130.63,438.9
Anhui,Bengbu,2014-05-01,65.52,80.18,15.55,25.11,38.16,12.1,1.04,23.65,44.05,2.33,6.09,2.31,88,Good,5.9,67.4,0.547,6.23,130.28,441.9
Anhui,Bengbu,2014-06-01,30.6,103.54,9.88,20.27,7.97,7.54,1.16,15.12,40.01,2.74,6.71,0.37,44,Excellent,6.9,81.1,0.427,6.21,134.67,441.0
Anhui,Bengbu,2014-07-01,34.24,76.78,17.69,17.9,3.09,8.81,1.09,15.11,29.67,2.85,2.47,1.27,49,Excellent,9.0,88.8,0.371,6.43,131.75,442.2
Anhui,Bengbu,2014-08-01,50.09,73.34,12.77,12.36,26.4,3.3,0.74,17.16,11.36,1.22,5.48,0.15,69,Good,8.3,76.2,0.422,6.88,132.06,437.0
Anhui,Bengbu,2014-09-01,60.37,82.62,3.07,21.71,8.05,10.02,0.88,23.09,22.96,1.5,6.15,2.39,82,Good,5.1,56.9,0.521,6.59,130.56,443.2
Anhui,Bengbu,2014-10-01,67.43,81.52,21.74,30.52,27.86,8.22,1.16,12.88,29.68,1.65,10.46,0.8,90,Good,7.7,56.7,0.398,6.27,130.99,437.3
Anhui,Bengbu,2014-11-01,59.08,173.76,17.12,24.06,30.08,27.01,3.1,14.6,62.29,3.98,6.31,1.41,80,Good,8.9,42.1,0.453,5.39,136.42,441.0
Anhui,Bengbu,2014-12-01,92.37,128.09,45.23,34.03,73.49,24.54,2.7,28.81,60.09,5.4,8.66,1.09,122,Lightly Polluted,5.5,50.1,0.381,6.76,132.93,438.7
Anhui,Bengbu,2015-01-01,65.12,130.82,40.45,52.37,37.25,27.62,1.15,32.97,38.51,6.26,14.91,1.68,88,Good,4.5,55.6,0.38,6.17,134.9,443.5
Anhui,Bengbu,2015-02-01,54.99,229.42,28.31,45.79,43.84,31.27,1.77,23.83,30.65,5.15,5.42,1.06,75,Good,11.6,49.0,0.496,7.25,131.98,440.0
Anhui,Bengbu,2015-03-01,65.92,157.35,8.69,23.97,42.26,10.14,1.94,9.74,14.85,2.74,3.97,0.84,89,Good,10.7,39.4,0.512,6.06,133.79,439.8
Anhui,Bengbu,2015-04-01,58.82,89.57,9.61,22.58,40.66,9.35,1.52,17.24,15.87,2.27,5.55,0.43,80,Good,8.1,57.5,0.487,5.94,129.76,442.4
Anhui,Bengbu,2015-05-01,77.89,88.01,16.43,24.75,27.47,10.78,1.75,19.81,17.65,2.61,3.08,1.9,103,Lightly Polluted,11.3,43.7,0.454,5.84,129.69,443.6
Anhui,Bengbu,2015-06-01,31.13,98.93,8.07,22.74,22.96,2.12,1.69,2.82,15.37,1.78,3.49,1.13,44,Excellent,8.8,52.8,0.355,6.13,128.18,442.7
Anhui,Bengbu,2015-07-01,37.35,101.94,6.67,19.14,13.41,7.87,0.58,13.28,18.65,2.98,2.63,0.3,53,Good,11.1,67.7,0.46,6.24,130.36,443.1
Anhui,Bengbu,2015-08-01,44.4,71.49,12.71,29.7,26.18,12.35,0.61,12.95,18.54,2.02,3.15,1.37,62,Good,4.7,63.1,0.396,6.55,135.22,441.8
Anhui,Bengbu,2015-09-01,67.04,121.97,5.73,25.9,25.74,12.42,0.9,16.75,31.86,1.5,5.47,1.49,90,Good,10.3,76.3,0.254,6.13,131.2,441.1
Anhui,Bengbu,2015-10-01,66.08,140.89,19.49,27.32,24.15,15.8,1.07,28.13,31.36,4.2,3.17,1.46,89,Good,4.2,67.1,0.261,6.91,131.56,441.4
Anhui,Bengbu,2015-11-01,74.54,136.26,22.48,27.69,31.58,23.75,3.12,29.87,40.3,2.35,8.62,2.11,99,Good,7.6,51.5,0.352,6.38,132.67,442.7
Anhui,Bengbu,2015-12-01,107.82,207.03,17.52,28.28,43.65,25.69,2.37,34.25,53.94,4.98,9.49,2.34,141,Lightly Polluted,7.4,51.0,0.449,6.92,130.64,442.3
Anhui,Bengbu,2016-01-01,111.34,266.76,36.25,27.25,25.24,12.55,2.65,16.7,36.32,4.69,15.68,3.98,145,Lightly Polluted,6.8,55.9,0.446,5.76,133.66,444.9
Anhui,Bengbu,2016-02-01,76.96,80.57,19.34,33.06,30.82,18.68,2.5,34.74,53.96,4.85,11.57,1.45,102,Lightly Polluted,11.0,46.3,0.34,6.47,135.95,445.4
Anhui,Bengbu,2016-03-01,53.59,79.68,19.43,31.7,11.75,15.02,1.04,15.86,31.33,2.77,4.6,1.15,73,Good,11.7,42.9,0.28,5.59,135.97,444.2
Anhui,Bengbu,2016-04-01,39.04,140.24,25.89,30.65,33.06,10.51,0.6,24.59,26.21,2.59,7.45,1.38,55,Good,10.0,56.5,0.409,6.47,132.97,443.5
Anhui,Bengbu,2016-05-01,33.22,68.44,14.01,24.06,35.76,15.48,0.8,14.74,40.62,2.26,3.33,1.63,47,Excellent,11.5,57.2,0.399,6.1,135.31,444.2
Anhui,Bengbu,2016-06-01,59.09,99.67,9.22,14.35,25.84,9.69,1.26,6.97,34.37,2.96,5.53,0.4,80,Good,9.3,67.6,0.247,6.19,133.35,443.7
Anhui,Bengbu,2016-07-01,49.17,55.56,15.26,18.31,24.17,13.64,0.87,9.3,18.09,1.55,3.7,0.66,68,Good,11.7,71.8,0.372,7.25,136.77,446.7
Anhui,Bengbu,2016-08-01,48.05,83.48,12.48,15.12,21.97,9.87,0.92,22.35,25.19,1.06,4.79,1.67,66,Good,7.5,77.1,0.414,6.49,137.18,443.0
Anhui,Bengbu,2016-09-01,59.4,126.75,19.05,11.85,27.17,7.91,1.12,19.53,11.26,1.26,5.56,1.09,80,Good,8.6,64.5,0.431,6.63,134.88,444.3
Anhui,Bengbu,2016-10-01,51.74,84.08,29.83,24.32,22.66,17.49,0.76,22.97,34.73,2.16,7.16,1.49,71,Good,3.8,46.5,0.338,6.66,133.03,447.0
Anhui,Bengbu,2016-11-01,100.53,127.08,22.42,30.41,62.7,28.95,0.96,32.29,52.75,4.45,8.6,2.64,132,Lightly Polluted,5.5,59.5,0.152,6.71,132.92,443.1
Anhui,Bengbu,2016-12-01,57.57,224.05,35.23,41.35,19.97,14.45,2.78,28.63,65.39,3.47,10.62,3.77,78,Good,9.5,41.6,0.363,6.42,132.16,444.5
Anhui,Bengbu,2017-01-01,59.61,152.01,27.55,44.15,57.72,21.28,2.04,17.02,34.11,3.3,9.7,4.14,81,Good,5.2,54.7,0.367,6.9,134.16,447.8
Anhui,Bengbu,2017-02-01,75.78,225.38,25.2,44.75,15.76,23.75,2.25,12.36,44.22,3.25,9.68,3.9,101,Lightly Polluted,7.4,48.9,0.347,7.0,136.7,446.0
Anhui,Bengbu,2017-03-01,30.21,84.46,17.37,42.79,21.64,7.08,1.79,13.58,21.96,2.53,5.59,2.42,43,Excellent,10.7,50.6,0.275,6.43,139.7,447.0
Anhui,Bengbu,2017-04-01,43.47,132.92,15.66,27.89,39.13,13.41,1.72,3.67,25.87,2.58,6.17,0.99,60,Good,7.7,66.7,0.391,6.62,141.85,447.2
Anhui,Bengbu,2017-05-01,33.87,79.0,15.09,14.43,22.54,17.18,0.77,18.64,20.52,2.61,9.31,2.02,48,Excellent,7.9,43.4,0.333,6.24,137.04,447.8
Anhui,Bengbu,2017-06-01,59.75,131.18,7.0,26.4,15.2,15.74,0.43,21.12,37.37,1.14,5.47,1.79,81,Good,10.6,70.6,0.406,6.25,139.52,446.6
Anhui,Bengbu,2017-07-01,20.27,105.58,6.93,18.6,9.25,13.37,1.25,5.71,25.78,1.59,3.28,2.2,29,Excellent,8.6,90.7,0.332,7.24,139.45,445.2
Anhui,Bengbu,2017-08-01,35.06,47.52,7.54,19.12,20.66,11.13,0.56,17.33,19.8,2.57,2.17,1.19,50,Excellent,8.9,89.0,0.36,7.7,136.2,446.1
Anhui,Bengbu,2017-09-01,47.77,63.61,14.83,15.96,25.44,5.8,1.61,6.98,23.18,1.39,3.48,1.71,66,Good,9.6,74.8,0.363,6.82,136.55,448.1
Anhui,Bengbu,2017-10-01,68.6,87.54,24.73,25.24,16.99,11.96,1.33,7.29,30.86,2.79,7.37,0.57,92,Good,7.5,62.9,0.288,4.5,136.44,446.7
Anhui,Bengbu,2017-11-01,114.54,163.4,39.54,24.72,41.16,22.18,2.35,27.28,18.93,4.75,3.6,2.47,149,Lightly Polluted,7.9,58.2,0.353,6.06,138.47,448.3
Anhui,Bengbu,2017-12-01,90.33,163.25,44.61,33.53,63.66,25.25,2.92,15.02,40.95,4.33,12.49,1.74,119,Lightly Polluted,8.1,49.8,0.304,5.39,134.68,450.3
Anhui,Bengbu,2018-01-01,85.89,258.73,25.27,32.19,26.44,23.27,2.62,19.54,51.13,5.21,9.66,0.9,113,Lightly Polluted,6.4,44.6,0.36,5.8,139.37,448.7
Anhui,Bengbu,2018-02-01,67.77,197.81,14.3,42.33,18.23,12.18,1.13,28.36,64.09,3.86,11.96,2.42,91,Good,9.0,64.6,0.282,6.48,141.52,447.8
Anhui,Bengbu,2018-03-01,38.16,114.32,16.63,23.92,19.34,15.29,0.8,30.49,14.35,3.89,10.18,1.94,54,Good,8.6,58.6,0.403,6.52,136.96,448.1
Anhui,Bengbu,2018-04-01,70.45,126.22,10.76,29.74,34.66,12.29,1.79,15.94,25.57,2.57,3.15,1.03,94,Good,11.5,45.8,0.291,6.13,142.76,449.1
Anhui,Bengbu,2018-05-01,43.88,130.23,19.2,13.39,17.68,11.12,0.96,15.93,27.28,1.52,5.4,2.24,61,Good,7.8,58.3,0.362,7.16,137.7,449.5
Anhui,Bengbu,2018-06-01,55.63,86.33,11.24,7.87,22.21,12.45,0.48,9.41,34.39,0.27,3.56,1.22,76,Good,4.1,57.8,0.298,6.15,139.33,450.4
Anhui,Bengbu,2018-07-01,52.31,71.35,10.7,24.7,16.16,6.38,1.23,15.1,29.73,0.58,1.52,0.76,71,Good,7.6,66.6,0.4,5.81,138.8,448.1
Anhui,Bengbu,2018-08-01,17.81,118.15,12.01,19.19,21.09,6.93,0.4,4.29,18.01,1.2,4.88,1.51,25,Excellent,6.0,72.5,0.433,7.01,134.54,448.5
Anhui,Bengbu,2018-09-01,40.69,119.86,5.68,16.43,33.43,10.21,1.07,13.14,19.53,1.3,5.04,1.4,57,Good,11.1,74.4,0.317,6.41,138.64,450.4
Anhui,Bengbu,2018-10-01,70.49,136.57,19.93,30.81,30.79,21.49,1.08,23.12,32.61,3.12,6.43,2.52,94,Good,7.8,49.1,0.479,6.1,141.47,446.6
Anhui,Bengbu,2018-11-01,65.43,159.62,34.03,23.15,23.68,27.24,2.35,12.69,49.01,2.29,11.02,3.3,88,Good,6.4,47.0,0.331,6.71,141.12,449.7
Anhui,Bengbu,2018-12-01,121.84,103.91,25.05,48.56,52.94,18.26,2.07,41.81,36.45,5.72,6.31,1.38,159,Moderately Polluted,4.9,37.6,0.382,7.33,141.64,448.2
Anhui,Bengbu,2019-01-01,48.63,183.47,20.24,22.72,32.36,6.86,2.19,27.47,31.06,4.58,4.96,3.11,67,Good,4.6,51.8,0.298,6.43,142.75,450.4
Anhui,Bengbu,2019-02-01,111.79,157.83,35.42,40.97,17.43,12.57,2.99,9.94,26.29,4.74,8.97,2.89,146,Lightly Polluted,5.0,34.9,0.288,6.02,142.72,450.8
Anhui,Bengbu,2019-03-01,72.88,162.43,26.77,22.69,23.17,12.69,1.55,19.27,41.69,3.0,3.17,0.56,97,Good,8.1,41.3,0.224,6.43,142.56,452.6
Anhui,Bengbu,2019-04-01,76.06,138.77,22.22,24.94,7.91,5.89,1.3,13.58,22.81,2.71,2.28,1.74,101,Lightly Polluted,11.8,48.9,0.32,6.92,141.07,450.2
Anhui,Bengbu,2019-05-01,60.21,60.77,24.13,23.85,27.89,16.76,1.36,22.77,41.41,1.9,2.85,2.17,81,Good,14.2,72.0,0.198,6.59,140.3,450.9
Anhui,Bengbu,2019-06-01,59.85,71.05,16.01,15.45,10.91,13.09,0.82,8.31,33.77,1.4,4.12,1.53,81,Good,13.3,44.0,0.367,6.34,140.53,450.6
Anhui,Bengbu,2019-07-01,37.39,55.31,8.13,13.97,14.63,7.37,1.06,16.4,32.83,1.25,7.06,1.31,53,Good,12.2,83.2,0.431,6.99,141.77,450.6
Anhui,Bengbu,2019-08-01,38.14,83.41,7.94,14.02,11.01,13.55,0.87,12.3,15.58,1.32,5.83,0.57,54,Good,10.4,73.1,0.496,6.88,141.22,448.4
Anhui,Bengbu,2019-09-01,37.86,94.86,12.08,23.74,20.48,10.06,0.61,14.95,23.04,2.12,5.67,0.3,53,Good,6.9,64.2,0.461,7.56,139.43,450.6
Anhui,Bengbu,2019-10-01,75.76,84.69,18.16,37.76,20.96,5.63,1.05,17.57,25.5,3.29,6.78,2.08,101,Lightly Polluted,4.2,60.8,0.342,7.24,140.0,452.8
Anhui,Bengbu,2019-11-01,70.34,211.01,30.05,43.54,23.37,15.35,2.27,19.59,55.1,3.68,12.57,0.86,94,Good,9.7,40.2,0.268,6.38,140.03,452.9
Anhui,Bengbu,2019-12-01,121.12,191.92,26.86,55.12,35.52,26.77,1.4,29.22,53.01,4.67,6.92,1.89,158,Moderately Polluted,5.3,43.0,0.267,6.25,140.75,450.8
Anhui,Bengbu,2020-01-01,75.71,64.33,10.29,19.24,20.28,8.87,1.77,27.27,42.88,1.83,2.66,2.67,101,Lightly Polluted,8.4,60.1,0.341,7.48,142.87,454.8
Anhui,Bengbu,2020-02-01,23.26,19.44,5.74,17.24,5.46,6.6,0.24,3.81,10.1,1.02,1.56,0.74,33,Excellent,8.5,55.0,0.351,7.78,146.73,452.0
Anhui,Bengbu,2020-03-01,19.59,70.52,1.41,12.83,5.31,8.97,0.29,2.72,9.35,1.54,2.12,1.19,28,Excellent,12.5,41.0,0.406,6.66,143.87,454.9
Anhui,Bengbu,2020-04-01,14.32,36.63,8.79,14.52,22.71,5.01,0.58,10.87,20.83,1.19,2.46,1.26,20,Excellent,8.8,46.2,0.303,6.57,142.76,452.6
Anhui,Bengbu,2020-05-01,31.74,58.73,13.87,23.36,9.61,4.58,1.18,15.64,29.77,2.54,5.62,0.9,45,Excellent,9.1,60.2,0.343,7.19,145.57,453.6
Anhui,Bengbu,2020-06-01,60.73,43.51,14.77,17.28,23.44,12.52,1.03,6.3,32.62,1.99,2.78,1.35,82,Good,5.5,75.8,0.416,7.62,145.46,453.5
Anhui,Bengbu,2020-07-01,36.26,87.42,1.32,17.61,20.65,5.63,0.31,9.19,14.94,1.14,2.22,0.85,51,Good,13.4,87.2,0.302,6.56,144.49,455.9
Anhui,Bengbu,2020-08-01,42.22,70.79,8.33,21.38,26.31,8.31,0.52,8.17,7.24,2.35,0.76,0.74,59,Good,7.7,85.0,0.36,6.35,142.3,452.2
Anhui,Bengbu,2020-09-01,44.81,92.64,20.73,24.82,2.35,9.66,0.48,17.65,16.5,1.97,1.11,1.08,62,Good,9.1,68.3,0.304,6.56,145.06,451.8
Anhui,Bengbu,2020-10-01,51.79,125.48,13.53,22.5,28.51,13.5,1.85,7.72,21.05,3.23,4.31,0.79,71,Good,8.4,46.0,0.338,6.78,145.25,451.6
Anhui,Bengbu,2020-11-01,64.08,144.9,12.91,45.64,53.72,23.95,1.78,13.78,26.72,3.32,4.82,2.81,86,Good,4.1,50.0,0.482,6.6,144.17,451.9
Anhui,Bengbu,2020-12-01,52.71,137.53,32.67,34.65,56.58,16.91,3.35,27.36,27.26,1.56,15.93,3.35,72,Good,6.6,59.4,0.252,6.63,144.46,453.7
Anhui,Bengbu,2021-01-01,68.05,176.5,25.36,57.49,29.0,22.21,2.57,41.12,37.47,4.45,11.83,1.91,91,Good,5.8,56.8,0.258,5.82,142.97,456.2
Anhui,Bengbu,2021-02-01,107.38,114.95,11.51,21.86,40.33,16.11,2.83,25.02,34.06,5.3,8.58,1.97,140,Lightly Polluted,6.1,42.8,0.346,6.68,142.86,458.6
Anhui,Bengbu,2021-03-01,57.03,135.18,8.06,23.88,39.38,19.57,1.96,24.77,34.97,2.9,5.64,0.98,77,Good,12.9,61.2,0.343,7.28,143.62,456.4
Anhui,Bengbu,2021-04-01,36.83,59.16,20.05,16.54,6.22,20.97,1.34,25.1,17.04,1.28,5.2,1.47,52,Good,7.6,59.4,0.318,6.72,145.32,455.8
Anhui,Bengbu,2021-05-01,61.76,83.93,23.46,11.85,37.47,15.33,1.58,14.23,41.76,1.92,7.0,1.29,83,Good,8.5,43.7,0.315,6.83,145.01,453.5
Anhui,Bengbu,2021-06-01,43.16,85.78,5.33,17.25,17.58,6.51,1.43,6.51,22.28,0.82,5.6,0.76,60,Good,12.5,59.8,0.31,6.78,144.33,454.5
Anhui,Bengbu,2021-07-01,26.08,67.74,9.62,19.57,25.22,6.1,0.65,9.91,20.39,0.22,4.67,1.68,37,Excellent,13.2,72.6,0.248,6.49,149.12,458.7
Anhui,Bengbu,2021-08-01,32.18,83.15,8.6,12.63,17.46,10.95,0.79,16.02,14.11,2.16,1.9,1.67,46,Excellent,9.2,74.4,0.144,7.74,144.5,456.0
Anhui,Bengbu,2021-09-01,60.47,40.55,6.63,25.06,15.11,14.23,0.36,19.29,22.89,2.41,4.94,1.32,82,Good,11.1,56.5,0.12,6.17,146.57,455.5
Anhui,Bengbu,2021-10-01,37.72,136.54,21.77,35.46,37.87,20.66,1.76,16.47,20.79,2.76,6.86,0.9,53,Good,5.9,64.4,0.413,6.18,148.16,456.8
Anhui,Bengbu,2021-11-01,100.42,187.04,28.04,21.64,15.7,18.4,1.07,25.7,52.57,2.38,4.39,1.7,132,Lightly Polluted,6.1,57.4,0.256,7.34,147.39,452.2
Anhui,Bengbu,2021-12-01,78.07,212.67,19.62,41.64,33.37,27.55,2.03,17.03,46.28,5.95,12.85,4.07,104,Lightly Polluted,4.3,53.0,0.393,7.26,144.49,456.1
Anhui,Bengbu,2022-01-01,101.53,220.0,34.92,49.8,45.86,28.47,1.76,13.81,55.5,5.03,4.03,2.24,133,Lightly Polluted,7.5,49.8,0.275,7.77,148.81,456.8
Anhui,Bengbu,2022-02-01,46.79,178.16,27.49,41.56,51.17,27.01,2.69,9.3,45.48,1.13,8.21,3.49,65,Good,5.9,40.9,0.208,6.48,145.45,457.8
Anhui,Bengbu,2022-03-01,89.03,156.09,17.84,26.64,36.18,22.47,1.17,12.31,41.42,0.9,9.69,2.27,117,Lightly Polluted,12.2,58.0,0.113,7.33,148.71,455.2
Anhui,Bengbu,2022-04-01,70.55,111.15,11.14,11.32,17.01,14.69,1.19,17.24,10.59,1.13,3.96,0.66,94,Good,15.0,38.3,0.287,6.97,147.21,457.3
Anhui,Bengbu,2022-05-01,70.21,92.35,17.98,15.78,26.1,9.66,1.4,18.08,36.32,1.44,5.89,1.59,94,Good,10.9,56.8,0.302,7.55,146.59,456.2
Anhui,Bengbu,2022-06-01,26.85,59.49,11.97,18.9,25.63,7.77,1.17,14.06,19.02,1.14,6.44,0.8,38,Excellent,10.7,80.0,0.225,7.54,146.6,459.1
Anhui,Bengbu,2022-07-01,33.76,63.12,13.8,15.37,16.35,9.93,1.44,9.64,18.62,0.56,2.18,0.25,48,Excellent,11.5,75.6,0.261,7.95,153.19,456.3
Anhui,Bengbu,2022-08-01,46.42,53.45,6.21,17.21,23.9,12.92,0.61,8.63,14.48,2.52,5.22,1.2,64,Good,8.6,80.9,0.213,6.6,151.26,457.8
Anhui,Bengbu,2022-09-01,62.63,60.01,15.62,11.96,24.1,8.49,0.46,9.63,13.2,1.12,5.08,0.47,84,Good,11.4,56.5,0.252,7.17,148.79,457.3
Anhui,Bengbu,2022-10-01,57.48,96.78,17.98,17.36,20.28,7.66,1.61,15.7,35.2,1.53,7.95,1.95,78,Good,5.1,49.3,0.327,7.59,148.06,456.9
Anhui,Bengbu,2022-11-01,56.42,79.07,22.36,46.6,51.89,14.02,2.24,19.43,26.33,3.14,4.92,2.07,77,Good,8.6,52.7,0.186,7.64,150.19,457.0
Anhui,Bengbu,2022-12-01,88.18,136.03,20.97,62.14,17.01,29.51,3.04,21.93,24.1,1.59,14.5,4.23,116,Lightly Polluted,8.8,46.3,0.355,7.15,146.97,459.1
Anhui,Bengbu,2023-01-01,54.14,202.03,19.46,52.02,24.61,32.29,2.33,14.27,59.29,4.54,9.02,3.82,74,Good,8.8,39.8,0.248,6.88,151.44,461.2
Anhui,Bengbu,2023-02-01,92.64,106.04,5.83,47.19,44.23,19.87,2.1,30.86,52.65,4.83,10.36,1.19,122,Lightly Polluted,5.8,40.8,0.25,6.48,152.02,458.7
Anhui,Bengbu,2023-03-01,35.06,93.2,11.73,38.65,21.86,21.06,0.87,18.01,32.91,1.11,9.9,1.38,50,Excellent,13.3,55.6,0.231,6.97,146.93,462.2
Anhui,Bengbu,2023-04-01,34.49,126.05,7.31,21.89,9.98,9.89,1.59,18.89,32.92,2.61,6.81,1.62,49,Excellent,12.7,44.2,0.276,6.72,149.54,460.4
Anhui,Bengbu,2023-05-01,51.5,95.3,15.9,27.46,30.24,8.02,1.74,19.6,11.71,1.18,5.85,1.86,70,Good,7.6,52.6,0.401,6.93,152.74,459.5
Anhui,Bengbu,2023-06-01,59.59,75.96,16.37,20.7,19.92,10.28,0.94,14.1,27.24,2.37,4.34,0.64,81,Good,7.8,68.1,0.242,6.94,151.84,457.3
Anhui,Bengbu,2023-07-01,14.37,81.96,14.72,23.98,3.72,12.62,1.13,6.83,29.58,1.55,2.43,1.1,21,Excellent,5.5,71.3,0.352,6.23,147.99,460.2
Anhui,Bengbu,2023-08-01,34.49,59.26,16.73,17.32,14.03,9.57,1.2,9.42,21.66,2.05,5.71,0.51,49,Excellent,5.8,67.7,0.365,6.64,150.23,460.5
Anhui,Bengbu,2023-09-01,32.96,40.71,19.21,14.7,27.88,12.93,0.92,15.61,25.61,2.66,4.79,0.79,47,Excellent,7.7,74.6,0.29,7.02,149.56,458.9
Anhui,Bengbu,2023-10-01,68.26,56.56,23.03,32.06,26.14,14.96,0.93,25.57,23.69,2.25,4.28,1.81,92,Good,10.0,64.4,0.309,6.77,152.1,458.1
Anhui,Bengbu,2023-11-01,75.61,191.68,19.1,37.5,45.53,8.58,2.47,13.57,33.98,1.82,2.53,2.33,101,Lightly Polluted,7.4,51.4,0.408,6.75,153.18,460.1
Anhui,Bengbu,2023-12-01,97.52,120.83,33.14,22.84,23.27,24.34,1.09,15.26,21.51,5.12,12.48,1.41,128,Lightly Polluted,3.1,43.6,0.201,7.39,155.21,460.9
Anhui,Bengbu,2024-01-01,100.29,176.41,24.08,25.51,43.51,20.54,1.11,14.14,49.25,3.19,9.67,3.75,132,Lightly Polluted,4.5,58.2,0.189,7.4,153.13,461.6
Anhui,Bengbu,2024-02-01,96.63,139.37,9.66,24.35,34.06,22.75,1.38,26.18,44.13,1.7,6.26,2.69,127,Lightly Polluted,11.2,53.8,0.219,6.76,151.45,462.5
Anhui,Bengbu,2024-03-01,77.72,65.76,14.04,19.86,32.82,15.96,1.97,15.32,34.8,4.03,9.24,1.41,103,Lightly Polluted,12.7,61.4,0.312,7.93,153.22,461.1
Anhui,Bengbu,2024-04-01,71.21,104.59,6.34,12.56,4.91,11.79,1.66,17.47,25.49,1.96,6.37,0.9,95,Good,8.1,43.8,0.277,6.33,149.59,462.7
Anhui,Bengbu,2024-05-01,43.31,113.78,8.2,27.42,10.9,11.09,0.92,9.93,23.35,1.09,2.98,1.01,60,Good,9.0,45.8,0.1,7.09,152.97,461.4
Anhui,Bengbu,2024-06-01,42.82,90.2,11.08,26.07,21.61,7.33,0.83,13.87,33.19,1.38,2.1,0.78,60,Good,6.2,54.1,0.196,7.06,153.57,462.0
Anhui,Bengbu,2024-07-01,30.47,45.35,8.65,22.53,7.28,13.83,0.47,7.62,16.42,0.46,5.31,0.94,44,Excellent,6.4,75.5,0.234,7.65,154.12,463.7
Anhui,Bengbu,2024-08-01,22.7,68.49,6.79,13.03,13.01,6.17,1.34,11.36,6.13,2.37,3.99,0.14,32,Excellent,12.2,87.5,0.265,6.85,152.75,461.3
Anhui,Bengbu,2024-09-01,36.76,99.06,16.87,17.58,30.03,12.77,1.03,15.33,17.13,2.82,4.16,0.48,52,Good,7.4,65.1,0.36,7.17,155.02,462.1
Anhui,Bengbu,2024-10-01,62.78,128.8,14.34,25.39,36.03,16.45,1.35,4.26,25.65,1.48,6.99,1.7,85,Good,7.1,64.0,0.145,7.2,155.85,463.1
Anhui,Bengbu,2024-11-01,95.66,104.79,8.09,44.43,46.88,11.99,2.08,17.75,17.19,2.73,6.05,0.96,126,Lightly Polluted,8.9,46.2,0.448,6.88,150.36,460.7
Anhui,Bengbu,2024-12-01,101.39,176.12,29.44,36.06,38.41,31.24,2.41,37.62,47.15,2.9,5.69,1.07,133,Lightly Polluted,6.5,48.6,0.248,7.55,153.44,461.0
Anhui,Bengbu,2025-01-01,57.11,212.52,37.67,39.11,27.61,30.97,1.56,33.3,43.8,2.71,9.69,2.94,78,Good,6.0,58.3,0.306,7.27,157.36,464.5
Anhui,Bengbu,2025-02-01,100.01,177.71,10.02,35.52,44.65,18.72,1.9,23.7,48.76,4.7,11.64,2.72,131,Lightly Polluted,12.7,47.5,0.317,6.94,157.44,462.8
Anhui,Bengbu,2025-03-01,30.53,84.23,21.36,15.19,40.01,7.47,1.35,9.71,13.31,1.35,5.33,1.66,44,Excellent,12.3,55.6,0.227,7.07,155.96,464.6
Anhui,Bengbu,2025-04-01,37.29,101.19,24.76,30.37,9.15,15.43,1.17,19.72,20.95,1.27,2.74,0.7,53,Good,12.1,39.3,0.283,7.53,158.35,464.7
Anhui,Bengbu,2025-05-01,46.32,128.21,6.23,14.57,23.19,11.62,1.49,21.02,38.01,0.83,6.34,1.19,64,Good,9.6,62.8,0.29,6.59,156.79,466.8
Anhui,Bengbu,2025-06-01,34.53,90.89,2.3,16.22,15.13,14.3,0.62,8.31,14.32,2.28,4.46,0.8,49,Excellent,8.8,74.0,0.132,6.88,156.45,466.2
Anhui,Bengbu,2025-07-01,25.75,30.67,2.95,7.79,9.06,9.94,0.55,9.23,14.39,1.75,2.65,1.05,37,Excellent,6.0,84.7,0.247,7.75,157.54,466.0
