Division,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Barishal,Amtali,2025-04-01,30.48,108.83,6.93,13.07,19.82,12.13,0.56,12.98,38.73,0.4,1.56,1.56,90,Moderate,7.8,62.3,0.104,1.56,9.2,842.8
Barishal,Amtali,2025-05-01,52.14,99.72,14.1,21.87,27.99,5.01,0.38,6.81,34.07,0.91,3.07,1.37,142,Unhealthy for Sensitive Groups,8.0,77.6,0.062,1.2,9.12,845.8
Barishal,Amtali,2025-06-01,35.57,28.25,8.0,18.69,4.17,1.5,0.38,8.02,34.75,1.39,1.31,0.89,101,Unhealthy for Sensitive Groups,16.7,80.1,0.081,4.09,9.52,848.6
Barishal,Amtali,2025-07-01,29.91,25.3,9.45,11.66,5.39,6.98,0.88,5.51,36.33,0.99,1.23,0.81,88,Moderate,7.0,90.7,0.111,2.22,9.37,847.5
Barishal,Amtali,2025-08-01,14.58,68.72,7.42,4.77,20.01,6.59,0.24,2.96,18.43,0.38,1.66,0.38,56,Moderate,12.1,85.4,0.134,0.46,9.44,849.2
Barishal,Amtali,2025-09-01,11.69,72.5,3.89,17.12,12.52,4.95,0.67,0.5,36.23,0.65,2.57,0.12,49,Good,4.2,92.1,0.112,1.75,9.33,843.2
Barishal,Amtali,2025-10-01,49.61,76.05,5.65,16.18,12.39,3.94,1.06,8.71,24.18,0.61,4.06,0.43,136,Unhealthy for Sensitive Groups,8.3,73.8,0.086,2.44,9.35,849.4
Barishal,Amtali,2025-11-01,49.89,143.11,25.73,35.01,18.45,8.01,1.11,14.62,84.16,1.89,7.01,1.64,136,Unhealthy for Sensitive Groups,5.2,71.7,0.14,2.08,9.14,850.3
Barishal,Amtali,2025-12-01,39.75,117.93,23.64,32.84,34.66,16.3,1.43,23.14,50.41,1.86,9.04,0.89,111,Unhealthy for Sensitive Groups,0.9,63.7,0.052,2.63,9.26,847.5
Barishal,Barguna,2014-01-01,59.46,125.57,35.53,45.71,52.4,12.68,2.46,8.74,81.61,1.76,6.37,1.71,153,Unhealthy,2.4,55.7,0.107,3.23,5.98,751.2
Barishal,Barguna,2014-02-01,36.85,153.24,25.17,39.4,28.7,15.51,1.91,10.35,37.1,3.6,3.82,1.99,104,Unhealthy for Sensitive Groups,7.1,55.5,0.097,2.45,6.22,750.1
Barishal,Barguna,2014-03-01,60.01,156.83,13.6,39.33,46.9,16.33,1.05,4.06,76.14,3.1,5.1,1.85,153,Unhealthy,6.7,66.3,0.127,1.9,5.84,752.6
Barishal,Barguna,2014-04-01,50.2,122.3,12.13,11.2,13.02,12.34,0.39,16.97,63.65,0.96,6.82,1.0,137,Unhealthy for Sensitive Groups,5.1,53.0,0.067,3.02,6.03,748.0
Barishal,Barguna,2014-05-01,52.4,64.48,7.23,27.83,20.13,8.59,1.08,5.98,26.23,1.54,3.44,1.1,143,Unhealthy for Sensitive Groups,5.8,74.5,0.068,2.45,5.94,746.7
Barishal,Barguna,2014-06-01,14.5,25.3,12.86,15.69,13.52,7.26,0.93,5.02,36.91,1.11,3.25,0.85,56,Moderate,9.6,93.2,0.101,2.51,5.96,752.1
Barishal,Barguna,2014-07-01,29.47,36.85,5.89,4.49,8.4,8.84,0.43,1.04,28.28,0.41,0.98,1.09,88,Moderate,7.4,95.3,0.117,-0.05,5.96,750.8
Barishal,Barguna,2014-08-01,17.28,22.53,8.28,10.34,16.4,3.5,0.43,5.6,33.68,1.03,0.96,0.77,62,Moderate,3.7,92.3,0.052,2.77,6.07,748.5
Barishal,Barguna,2014-09-01,24.29,54.91,2.69,17.23,5.3,6.02,0.51,4.59,27.74,0.65,2.03,1.09,77,Moderate,7.2,87.6,0.119,1.63,6.04,749.3
Barishal,Barguna,2014-10-01,30.63,88.69,7.64,22.83,11.98,10.56,0.83,2.49,56.96,1.54,2.67,0.5,90,Moderate,4.1,75.2,0.146,1.9,6.0,748.6
Barishal,Barguna,2014-11-01,59.4,56.42,26.31,22.96,56.02,7.54,1.74,17.97,67.57,1.43,2.53,1.93,153,Unhealthy,3.1,66.9,0.122,2.73,5.97,750.9
Barishal,Barguna,2014-12-01,64.16,221.57,27.49,29.72,34.56,13.14,1.91,24.35,88.08,2.39,2.7,0.54,155,Unhealthy,5.5,72.7,0.117,2.35,5.78,750.3
Barishal,Barguna,2015-01-01,82.28,201.24,19.67,56.98,53.94,25.27,1.83,26.47,74.77,2.86,3.94,1.89,165,Unhealthy,3.6,66.6,0.125,4.88,6.36,761.3
Barishal,Barguna,2015-02-01,65.13,118.58,16.9,52.45,45.9,21.31,1.71,21.39,62.15,2.61,4.36,1.37,156,Unhealthy,9.0,67.3,0.138,1.82,6.25,761.0
Barishal,Barguna,2015-03-01,41.02,71.35,20.46,36.25,35.94,17.62,1.71,19.89,79.11,2.15,2.93,1.89,115,Unhealthy for Sensitive Groups,7.8,61.4,0.099,4.02,6.45,754.8
Barishal,Barguna,2015-04-01,38.8,128.64,14.68,20.48,37.93,15.55,0.65,2.41,34.11,1.31,4.71,0.79,109,Unhealthy for Sensitive Groups,8.4,73.5,0.113,2.42,6.47,759.0
Barishal,Barguna,2015-05-01,52.21,90.6,5.28,15.28,23.02,11.65,1.29,12.09,45.18,1.1,4.18,0.61,142,Unhealthy for Sensitive Groups,11.3,69.2,0.072,0.69,6.42,761.3
Barishal,Barguna,2015-06-01,27.23,82.79,9.38,21.53,9.97,8.81,0.59,6.82,38.74,0.51,2.32,0.06,83,Moderate,14.0,83.7,0.044,0.89,6.3,761.7
Barishal,Barguna,2015-07-01,23.84,25.54,9.78,7.88,13.76,7.08,0.12,5.99,30.69,0.42,0.81,0.35,76,Moderate,14.7,96.1,0.094,0.78,6.29,757.9
Barishal,Barguna,2015-08-01,20.15,72.33,12.84,10.4,5.65,4.73,0.76,3.76,23.62,0.6,3.38,0.18,68,Moderate,13.2,80.9,0.05,0.92,6.3,758.1
Barishal,Barguna,2015-09-01,19.38,69.63,5.06,18.94,22.1,1.84,0.4,9.24,43.34,1.33,2.21,0.45,66,Moderate,11.0,95.4,0.092,1.95,6.26,758.3
Barishal,Barguna,2015-10-01,47.6,101.84,5.85,27.92,34.43,10.41,1.16,11.68,48.39,2.0,3.9,0.7,131,Unhealthy for Sensitive Groups,11.3,82.2,0.092,1.83,6.38,755.7
Barishal,Barguna,2015-11-01,87.12,86.24,26.97,43.77,16.39,8.36,1.01,6.1,74.01,2.96,7.91,0.51,167,Unhealthy,6.1,62.4,0.088,1.24,6.15,756.5
Barishal,Barguna,2015-12-01,74.72,207.99,34.58,34.19,35.68,11.75,0.68,21.35,106.94,3.48,2.31,2.36,161,Unhealthy,6.3,54.5,0.119,-0.37,6.34,758.9
Barishal,Barguna,2016-01-01,84.03,172.01,30.44,40.53,58.57,21.05,1.61,27.96,77.34,2.71,8.18,2.29,166,Unhealthy,5.1,61.4,0.05,1.34,6.37,767.3
Barishal,Barguna,2016-02-01,56.22,111.13,26.72,44.25,60.36,23.32,1.48,23.45,84.99,3.55,7.37,1.05,151,Unhealthy,3.3,66.7,0.137,1.55,6.67,773.9
Barishal,Barguna,2016-03-01,59.04,115.9,9.6,29.77,50.17,8.9,1.83,22.22,71.19,0.96,4.67,1.2,153,Unhealthy,5.8,47.9,0.08,1.19,6.78,765.5
Barishal,Barguna,2016-04-01,56.05,114.9,15.47,19.1,24.05,2.72,0.66,7.53,55.19,0.47,6.77,1.4,151,Unhealthy,11.1,72.6,0.101,3.19,6.56,770.1
Barishal,Barguna,2016-05-01,26.46,50.96,4.22,14.24,22.03,5.89,1.25,10.34,33.65,1.87,5.28,1.5,81,Moderate,9.4,86.1,0.069,3.8,6.75,764.7
Barishal,Barguna,2016-06-01,26.67,78.11,4.47,3.37,3.96,11.31,0.52,4.23,32.47,1.03,3.91,0.82,82,Moderate,7.3,94.7,0.143,1.47,6.68,768.4
Barishal,Barguna,2016-07-01,28.36,71.85,9.63,10.49,8.09,3.31,0.25,7.96,13.73,0.89,0.91,1.05,85,Moderate,9.0,91.1,0.103,2.08,6.67,768.5
Barishal,Barguna,2016-08-01,17.68,69.47,8.68,12.44,21.5,5.22,0.42,0.5,31.65,1.32,2.77,1.03,63,Moderate,6.1,97.4,0.066,-0.22,6.47,764.0
Barishal,Barguna,2016-09-01,26.76,71.35,10.76,11.13,11.07,8.21,0.83,8.54,26.51,0.77,3.52,0.59,82,Moderate,11.9,98.0,0.075,3.04,6.56,772.2
Barishal,Barguna,2016-10-01,32.62,100.78,6.5,9.26,46.59,6.01,1.4,12.05,44.31,0.84,2.91,0.95,94,Moderate,5.0,87.8,0.144,0.78,6.57,768.4
Barishal,Barguna,2016-11-01,51.13,122.65,7.62,45.47,10.79,10.57,2.29,12.93,52.86,1.14,5.69,0.89,139,Unhealthy for Sensitive Groups,3.1,63.0,0.067,0.63,6.56,766.3
Barishal,Barguna,2016-12-01,118.1,137.15,25.71,28.81,17.69,11.65,2.28,17.62,95.95,2.65,10.09,2.38,183,Unhealthy,2.6,69.2,0.095,3.12,6.43,765.8
Barishal,Barguna,2017-01-01,43.67,176.82,6.65,43.64,65.71,15.21,1.73,25.24,60.34,2.2,7.43,1.29,121,Unhealthy for Sensitive Groups,4.5,73.2,0.046,2.0,6.91,779.3
Barishal,Barguna,2017-02-01,60.98,126.23,29.17,46.21,34.34,24.41,0.78,4.96,86.46,1.03,5.18,1.21,154,Unhealthy,3.4,61.8,0.07,0.53,6.69,779.4
Barishal,Barguna,2017-03-01,30.77,75.93,30.17,23.67,47.05,5.88,0.79,15.89,69.85,2.14,5.81,0.88,90,Moderate,6.6,59.4,0.066,1.83,6.89,776.5
Barishal,Barguna,2017-04-01,33.23,85.59,16.67,35.25,27.69,4.44,0.6,10.15,39.28,1.46,4.28,1.93,95,Moderate,7.0,56.3,0.085,2.54,6.85,777.0
Barishal,Barguna,2017-05-01,57.82,95.8,19.18,24.59,37.87,4.95,1.11,14.2,28.48,0.82,0.75,1.62,152,Unhealthy,12.5,83.0,0.111,2.52,6.78,776.5
Barishal,Barguna,2017-06-01,24.23,71.45,14.84,11.61,29.95,3.77,0.96,9.82,31.45,1.84,5.21,0.32,77,Moderate,7.4,81.7,0.074,3.1,6.88,777.6
Barishal,Barguna,2017-07-01,25.32,43.42,6.93,10.11,17.16,3.46,0.22,1.41,29.6,0.58,3.56,0.77,79,Moderate,17.6,91.1,0.124,2.44,6.73,775.7
Barishal,Barguna,2017-08-01,21.07,70.61,6.81,19.97,16.6,6.54,0.3,7.84,21.06,0.51,1.71,0.51,70,Moderate,14.7,87.7,0.095,1.64,6.84,775.4
Barishal,Barguna,2017-09-01,37.05,54.48,6.85,16.96,10.13,5.02,0.54,8.22,40.82,1.56,2.6,0.8,105,Unhealthy for Sensitive Groups,10.2,82.5,0.082,2.86,6.98,779.9
Barishal,Barguna,2017-10-01,47.57,113.74,11.47,26.32,37.66,5.81,1.13,12.71,31.81,1.6,3.12,1.68,131,Unhealthy for Sensitive Groups,4.5,77.0,0.157,1.26,6.89,775.2
Barishal,Barguna,2017-11-01,83.7,161.59,20.35,30.11,4.51,15.17,1.67,10.07,67.97,2.77,8.46,1.4,166,Unhealthy,5.7,65.2,0.071,1.77,6.75,774.4
Barishal,Barguna,2017-12-01,70.9,105.24,19.71,55.9,36.87,14.91,1.65,26.96,63.88,3.82,4.26,1.45,159,Unhealthy,3.5,73.0,0.072,2.21,6.78,778.2
Barishal,Barguna,2018-01-01,104.55,170.78,24.23,22.52,57.02,7.1,1.57,17.7,68.67,3.03,2.91,1.6,176,Unhealthy,7.5,63.8,0.1,2.47,7.04,783.5
Barishal,Barguna,2018-02-01,64.58,84.03,17.87,35.49,37.87,5.72,1.01,25.95,70.87,2.89,7.22,1.13,156,Unhealthy,6.6,65.5,0.121,1.71,7.14,786.6
Barishal,Barguna,2018-03-01,62.67,167.96,30.11,22.33,22.43,18.06,1.77,19.75,70.24,1.56,7.79,1.12,155,Unhealthy,3.9,59.6,0.091,0.73,7.2,785.5
Barishal,Barguna,2018-04-01,70.39,67.3,4.91,25.29,19.39,12.33,1.63,14.72,75.1,0.71,5.72,0.12,159,Unhealthy,9.7,58.5,0.146,1.36,7.15,787.1
Barishal,Barguna,2018-05-01,32.67,71.42,6.72,19.33,30.68,5.23,0.68,10.71,28.04,1.46,2.09,0.62,94,Moderate,6.8,77.4,0.106,2.13,7.16,789.6
Barishal,Barguna,2018-06-01,30.28,60.62,10.62,20.6,13.84,5.15,0.98,9.14,45.18,1.56,3.25,0.45,89,Moderate,12.1,90.2,0.124,3.58,7.02,785.4
Barishal,Barguna,2018-07-01,38.57,58.66,6.08,9.21,11.18,8.57,0.76,1.24,20.9,1.62,3.91,0.39,109,Unhealthy for Sensitive Groups,10.7,90.6,0.05,1.43,7.07,786.9
Barishal,Barguna,2018-08-01,5.0,37.94,11.85,16.11,18.94,2.26,0.53,11.38,29.89,0.89,2.0,0.27,21,Good,13.3,89.6,0.129,2.46,7.05,783.6
Barishal,Barguna,2018-09-01,17.66,53.77,9.5,4.83,23.33,6.07,0.68,0.88,31.22,1.12,1.89,0.8,63,Moderate,6.6,88.5,0.102,1.93,7.18,783.9
Barishal,Barguna,2018-10-01,22.21,100.71,15.38,14.97,40.79,3.26,0.97,3.28,64.46,1.87,5.21,1.4,72,Moderate,8.4,77.4,0.011,3.66,7.25,783.9
Barishal,Barguna,2018-11-01,30.18,160.93,9.78,48.05,43.8,13.38,1.71,16.93,91.42,0.89,7.75,0.85,89,Moderate,5.9,74.7,0.126,1.07,7.35,787.3
Barishal,Barguna,2018-12-01,93.86,144.37,9.45,44.21,17.2,19.98,2.32,19.59,110.29,3.23,6.47,1.47,171,Unhealthy,1.8,59.2,0.082,2.46,7.23,785.4
Barishal,Barguna,2019-01-01,95.17,134.66,39.25,60.06,42.63,20.81,2.22,16.51,63.08,2.52,5.91,0.68,171,Unhealthy,3.0,65.1,0.102,3.42,7.46,791.3
Barishal,Barguna,2019-02-01,95.19,238.37,22.79,26.88,28.43,13.34,1.38,7.93,51.76,4.14,9.03,1.36,171,Unhealthy,5.7,64.8,0.12,2.88,7.6,799.7
Barishal,Barguna,2019-03-01,49.17,98.89,9.7,47.57,20.76,13.74,0.85,13.52,41.19,1.02,4.01,2.47,135,Unhealthy for Sensitive Groups,7.2,45.5,0.06,1.45,7.42,793.4
Barishal,Barguna,2019-04-01,84.0,95.4,8.51,25.14,17.87,17.27,1.68,7.19,40.4,1.39,5.09,1.44,166,Unhealthy,7.0,54.3,0.104,1.81,7.6,796.7
Barishal,Barguna,2019-05-01,40.18,56.41,17.65,30.15,22.7,13.44,1.27,4.26,38.77,2.2,4.84,1.72,113,Unhealthy for Sensitive Groups,5.3,80.0,0.061,2.67,7.46,795.7
Barishal,Barguna,2019-06-01,49.94,53.01,9.45,13.02,36.28,5.69,0.36,6.61,45.1,0.63,3.58,0.67,137,Unhealthy for Sensitive Groups,8.8,91.8,0.067,2.0,7.65,794.5
Barishal,Barguna,2019-07-01,24.06,71.72,9.74,8.95,12.94,3.53,0.3,1.91,11.87,1.69,1.26,0.35,76,Moderate,11.3,95.2,0.089,1.41,7.46,795.1
Barishal,Barguna,2019-08-01,10.38,69.21,11.15,14.9,16.77,6.29,0.97,7.07,21.83,0.69,3.92,1.24,43,Good,13.0,94.1,0.165,1.45,7.61,794.6
Barishal,Barguna,2019-09-01,28.21,39.77,11.5,10.43,20.47,7.83,0.45,4.64,40.11,1.52,1.27,0.95,85,Moderate,6.3,85.8,0.08,-0.03,7.51,798.3
Barishal,Barguna,2019-10-01,37.8,107.94,4.95,23.08,29.92,8.86,0.86,4.3,26.28,1.23,4.9,0.64,107,Unhealthy for Sensitive Groups,9.0,89.0,0.058,1.29,7.45,792.4
Barishal,Barguna,2019-11-01,64.96,111.19,22.66,34.53,24.6,7.06,1.83,18.56,56.9,0.62,4.42,1.37,156,Unhealthy,4.2,79.3,0.079,1.93,7.39,795.2
Barishal,Barguna,2019-12-01,52.06,77.96,11.12,28.78,52.93,16.36,2.86,11.72,92.67,0.79,2.14,0.53,142,Unhealthy for Sensitive Groups,2.9,67.4,0.098,0.08,7.65,797.6
Barishal,Barguna,2020-01-01,87.35,245.63,13.68,49.96,42.61,21.44,1.56,18.59,121.57,2.08,6.35,0.71,167,Unhealthy,2.4,60.7,0.086,2.73,7.85,804.1
Barishal,Barguna,2020-02-01,105.06,123.7,33.52,47.03,31.13,11.7,2.58,24.63,115.27,3.57,5.8,2.99,177,Unhealthy,4.3,53.9,0.149,2.69,7.75,804.0
Barishal,Barguna,2020-03-01,62.93,130.47,18.49,18.42,28.79,17.02,1.28,10.69,33.29,1.62,5.11,1.98,155,Unhealthy,5.2,46.7,0.101,2.59,7.76,805.1
Barishal,Barguna,2020-04-01,28.34,73.4,6.06,13.9,15.8,3.46,0.91,11.36,26.18,0.58,2.25,1.16,85,Moderate,12.2,64.3,0.132,0.48,7.9,803.5
Barishal,Barguna,2020-05-01,19.1,39.52,4.98,5.36,9.03,5.28,0.84,7.42,29.27,0.83,2.92,0.84,66,Moderate,6.7,80.7,0.063,-0.03,7.8,804.2
Barishal,Barguna,2020-06-01,24.67,55.58,4.48,12.88,26.11,8.53,0.7,3.2,30.44,0.6,2.92,0.72,77,Moderate,14.4,84.9,0.115,1.78,7.99,805.1
Barishal,Barguna,2020-07-01,18.32,44.72,15.66,12.63,4.04,6.81,0.76,4.85,25.29,0.55,1.16,0.2,64,Moderate,6.6,87.0,0.124,3.62,7.66,804.3
Barishal,Barguna,2020-08-01,39.61,67.57,6.71,15.48,20.08,5.51,0.3,3.0,16.06,1.24,1.9,0.48,111,Unhealthy for Sensitive Groups,16.1,85.4,0.102,0.34,7.87,802.7
Barishal,Barguna,2020-09-01,14.79,83.43,17.25,15.32,16.33,5.69,0.95,2.39,46.34,0.91,3.63,1.28,57,Moderate,9.8,90.5,0.097,0.98,7.62,802.0
Barishal,Barguna,2020-10-01,24.17,39.23,9.9,12.69,37.85,4.28,0.88,10.41,31.65,1.87,2.41,1.68,76,Moderate,9.3,77.1,0.064,2.16,7.65,802.2
Barishal,Barguna,2020-11-01,66.55,87.51,12.58,13.46,53.79,11.99,1.1,25.09,50.09,1.92,7.77,1.7,157,Unhealthy,4.7,61.4,0.116,2.42,7.64,802.8
Barishal,Barguna,2020-12-01,105.15,178.19,22.02,36.0,70.06,12.38,1.34,27.88,98.05,1.27,8.34,2.29,177,Unhealthy,3.9,75.6,0.084,1.67,7.75,802.9
Barishal,Barguna,2021-01-01,115.4,237.43,37.51,25.84,41.63,23.09,2.11,17.63,62.65,2.05,7.7,1.34,182,Unhealthy,4.0,60.1,0.1,1.8,8.01,813.7
Barishal,Barguna,2021-02-01,59.96,169.38,27.73,29.28,36.4,13.04,2.51,5.49,82.26,3.58,9.1,0.75,153,Unhealthy,7.8,69.1,0.104,2.05,8.12,812.0
Barishal,Barguna,2021-03-01,83.23,103.84,25.58,31.95,25.95,10.68,1.22,17.14,73.98,3.35,5.86,1.87,165,Unhealthy,8.2,50.4,0.087,1.35,8.12,812.9
Barishal,Barguna,2021-04-01,79.89,155.82,11.1,27.14,15.7,8.36,1.54,15.69,40.52,1.72,4.24,0.9,164,Unhealthy,9.4,56.1,0.122,0.16,8.22,813.3
Barishal,Barguna,2021-05-01,38.4,94.78,19.23,30.14,14.66,6.65,1.06,6.26,52.73,1.01,2.25,0.74,108,Unhealthy for Sensitive Groups,14.9,67.2,0.114,1.62,8.14,812.0
Barishal,Barguna,2021-06-01,18.85,62.66,5.53,20.62,27.57,8.46,0.91,4.86,26.4,2.11,4.84,0.37,65,Moderate,10.5,80.8,0.119,3.56,8.01,810.9
Barishal,Barguna,2021-07-01,30.2,45.18,8.47,15.4,20.8,2.63,0.5,5.86,35.84,0.46,3.31,0.42,89,Moderate,13.9,94.3,0.084,3.02,7.98,813.3
Barishal,Barguna,2021-08-01,17.03,10.0,10.0,13.99,12.28,4.1,0.69,4.94,38.04,1.08,2.47,0.39,61,Moderate,6.4,97.1,0.094,2.52,8.02,812.6
Barishal,Barguna,2021-09-01,22.1,78.13,4.38,10.75,6.27,8.21,0.63,7.79,29.44,0.3,1.56,0.5,72,Moderate,11.0,87.4,0.137,3.17,8.09,810.3
Barishal,Barguna,2021-10-01,49.05,66.94,9.35,18.56,29.58,16.92,0.77,2.39,30.37,1.42,5.3,0.92,134,Unhealthy for Sensitive Groups,9.0,75.6,0.116,0.89,8.2,815.2
Barishal,Barguna,2021-11-01,51.06,71.62,9.47,33.22,53.58,11.76,1.83,10.19,79.79,1.47,3.83,2.58,139,Unhealthy for Sensitive Groups,6.7,77.5,0.049,2.1,8.21,809.9
Barishal,Barguna,2021-12-01,97.82,133.38,9.97,58.91,66.53,22.86,2.4,12.14,104.59,3.78,11.8,1.31,173,Unhealthy,2.7,52.8,0.13,2.01,7.94,814.2
Barishal,Barguna,2022-01-01,63.42,182.39,17.72,49.09,24.31,11.26,2.24,19.84,89.41,2.85,2.7,0.43,155,Unhealthy,3.1,55.2,0.087,1.6,8.42,819.6
Barishal,Barguna,2022-02-01,99.16,163.72,28.99,42.13,58.88,11.18,1.38,7.79,68.03,3.74,8.78,1.61,174,Unhealthy,3.8,56.3,0.097,2.14,8.25,822.9
Barishal,Barguna,2022-03-01,73.0,186.71,19.71,20.04,56.35,18.84,2.58,9.99,45.77,2.26,3.74,0.71,160,Unhealthy,6.2,64.8,0.073,2.24,8.4,823.4
Barishal,Barguna,2022-04-01,48.36,117.2,22.07,19.19,38.21,10.34,1.36,15.5,42.74,0.28,3.03,0.33,133,Unhealthy for Sensitive Groups,7.8,68.7,0.103,2.56,8.56,825.1
Barishal,Barguna,2022-05-01,48.88,89.66,19.61,31.53,8.07,5.26,0.49,7.63,42.62,0.61,3.14,1.56,134,Unhealthy for Sensitive Groups,6.0,79.3,0.075,1.28,8.35,822.3
Barishal,Barguna,2022-06-01,49.49,60.01,10.51,15.18,30.38,10.49,0.82,5.52,42.23,1.16,2.38,0.95,135,Unhealthy for Sensitive Groups,14.7,89.2,0.122,0.6,8.5,822.7
Barishal,Barguna,2022-07-01,17.55,91.66,10.31,22.21,19.35,9.83,0.3,4.75,15.65,0.93,1.21,1.17,62,Moderate,13.2,95.5,0.145,1.09,8.35,817.1
Barishal,Barguna,2022-08-01,30.75,66.23,8.51,16.81,23.5,4.63,0.42,9.47,27.08,1.04,1.3,0.68,90,Moderate,14.0,85.6,0.119,1.91,8.52,825.1
Barishal,Barguna,2022-09-01,38.93,56.38,5.38,10.57,22.45,6.17,0.48,3.63,52.93,0.88,1.9,1.25,109,Unhealthy for Sensitive Groups,6.3,95.3,0.155,2.18,8.3,819.3
Barishal,Barguna,2022-10-01,30.29,116.66,13.86,15.3,6.19,5.19,0.87,12.03,52.63,0.75,4.03,1.83,89,Moderate,5.1,76.2,0.12,2.54,8.47,818.7
Barishal,Barguna,2022-11-01,100.09,216.9,23.63,44.66,49.37,14.96,2.55,6.93,95.62,1.33,4.61,0.82,174,Unhealthy,3.5,77.1,0.131,2.83,8.22,821.8
Barishal,Barguna,2022-12-01,48.95,182.13,14.49,63.21,73.9,9.77,2.17,5.71,82.93,2.44,5.39,0.52,134,Unhealthy for Sensitive Groups,4.0,73.5,0.064,1.41,8.31,817.0
Barishal,Barguna,2023-01-01,64.6,184.81,32.35,30.65,48.67,26.75,2.85,10.42,92.13,4.13,2.24,1.9,156,Unhealthy,1.9,62.4,0.058,1.99,8.53,833.3
Barishal,Barguna,2023-02-01,118.23,201.04,17.69,38.02,52.37,11.2,1.87,17.85,114.52,2.03,4.92,0.54,183,Unhealthy,6.2,55.8,0.115,1.79,8.72,832.3
Barishal,Barguna,2023-03-01,48.71,123.16,11.63,14.65,26.83,13.14,0.91,24.76,39.65,2.42,7.95,2.08,134,Unhealthy for Sensitive Groups,5.8,66.8,0.102,1.13,8.68,831.9
Barishal,Barguna,2023-04-01,56.32,126.32,18.6,37.32,25.27,6.99,0.64,14.17,63.68,3.21,4.12,0.35,151,Unhealthy,8.6,67.1,0.106,3.57,8.79,834.0
Barishal,Barguna,2023-05-01,50.06,43.12,22.05,29.9,29.44,5.2,1.03,6.64,48.55,1.13,3.53,1.19,137,Unhealthy for Sensitive Groups,7.0,77.1,0.111,0.95,8.51,835.1
Barishal,Barguna,2023-06-01,47.91,33.43,13.53,17.93,9.3,12.17,0.91,3.77,36.05,1.78,2.6,1.21,132,Unhealthy for Sensitive Groups,11.4,91.6,0.111,0.59,8.65,831.7
Barishal,Barguna,2023-07-01,17.35,20.12,4.15,16.2,11.08,1.87,0.39,10.34,41.95,1.16,2.41,0.48,62,Moderate,15.3,89.2,0.085,0.8,8.58,835.4
Barishal,Barguna,2023-08-01,13.76,56.75,12.01,18.05,16.25,7.46,0.74,5.16,16.51,0.68,2.94,0.59,55,Moderate,7.9,81.4,0.057,1.93,8.76,831.6
Barishal,Barguna,2023-09-01,43.2,39.91,11.93,13.67,29.34,7.85,0.71,8.73,44.92,1.19,4.1,1.15,120,Unhealthy for Sensitive Groups,13.4,86.5,0.096,2.15,8.75,833.4
Barishal,Barguna,2023-10-01,53.2,51.73,5.24,31.25,39.32,14.67,1.13,9.29,43.46,0.76,1.66,0.08,145,Unhealthy for Sensitive Groups,3.3,77.1,0.146,1.6,8.74,829.4
Barishal,Barguna,2023-11-01,39.37,151.68,21.51,46.1,44.78,18.65,0.56,24.97,81.87,1.07,7.25,0.99,111,Unhealthy for Sensitive Groups,4.0,75.2,0.067,2.05,8.69,826.4
Barishal,Barguna,2023-12-01,127.35,127.06,13.78,44.69,63.77,14.54,1.93,16.75,69.41,2.35,10.75,0.67,188,Unhealthy,2.9,73.1,0.059,3.34,8.68,831.3
Barishal,Barguna,2024-01-01,94.9,92.15,34.62,17.04,72.14,23.16,1.7,7.76,72.3,1.1,7.89,1.72,171,Unhealthy,3.1,67.2,0.156,1.0,8.86,837.6
Barishal,Barguna,2024-02-01,48.13,107.31,39.24,20.04,56.91,9.56,2.55,25.48,77.47,2.18,4.17,2.11,132,Unhealthy for Sensitive Groups,5.1,60.2,0.137,1.17,9.16,838.9
Barishal,Barguna,2024-03-01,42.13,130.74,19.96,44.75,55.52,20.64,1.32,18.37,51.91,2.02,3.26,1.27,117,Unhealthy for Sensitive Groups,4.6,60.8,0.156,1.89,9.2,837.9
Barishal,Barguna,2024-04-01,79.05,165.01,7.04,37.85,17.31,14.76,1.88,4.47,45.93,0.73,4.25,1.66,163,Unhealthy,9.8,71.3,0.091,4.17,8.89,843.8
Barishal,Barguna,2024-05-01,36.25,71.79,7.92,25.09,26.33,10.53,0.7,3.64,61.11,2.25,3.45,1.49,103,Unhealthy for Sensitive Groups,7.3,66.9,0.034,1.34,8.84,839.3
Barishal,Barguna,2024-06-01,43.24,42.98,6.7,18.42,7.64,4.82,0.54,5.45,45.95,1.22,1.73,0.69,120,Unhealthy for Sensitive Groups,11.7,84.5,0.071,0.86,8.87,841.3
Barishal,Barguna,2024-07-01,30.61,14.89,5.53,7.2,19.99,3.04,0.21,8.83,24.72,0.91,4.57,0.24,90,Moderate,11.7,94.2,0.083,2.57,9.26,837.8
Barishal,Barguna,2024-08-01,37.45,58.42,10.54,15.1,25.22,6.7,0.42,6.73,22.76,0.96,4.63,1.1,106,Unhealthy for Sensitive Groups,9.9,93.1,0.093,3.13,9.05,841.9
